run_code,company_id,date,file_type,taxonomy,balance_sheet_date,companies_house_registered_number,entity_current_legal_name,company_dormant,average_number_employees_during_period,period_start,period_end,tangible_fixed_assets,debtors,cash_bank_in_hand,current_assets,creditors_due_within_one_year,creditors_due_after_one_year,net_current_assets_liabilities,total_assets_less_current_liabilities,net_assets_liabilities_including_pension_asset_liability,called_up_share_capital,profit_loss_account_reserve,shareholder_funds,turnover_gross_operating_revenue,other_operating_income,cost_sales,gross_profit_loss,administrative_expenses,raw_materials_consumables,staff_costs,depreciation_other_amounts_written_off_tangible_intangible_fixed_assets,other_operating_charges_format2,operating_profit_loss,profit_loss_on_ordinary_activities_before_tax,tax_on_profit_or_loss_on_ordinary_activities,profit_loss_for_period,error,zip_url,year
Prod223_4024,13956458,2024-03-31,html,,2024-03-31,13956458,LEXICOM LTD,False,0,2023-03-31,2023-03-31,980000,,5208,5208,,,-362686,617314,281314,,,100,,,,,,,,,,,,,,,,2024
Prod223_4024,13996178,2024-03-31,html,,2024-03-31,13996178,Tickle Productions 1 Limited,False,0,2023-03-31,2023-03-31,,483108,587,1631978,1631977,,1,1,1,1,,1,,,,,,,,,,,,,,,,2024
Prod223_4024,07997018,2024-03-31,html,,2024-03-31,07997018,LINKED BUSINESS GROUP LTD,False,2,2023-03-31,2023-03-31,,,,,,,0,0,0,,,0,,,,,,,,,,,,,,,,2024
Prod223_4024,13238596,2024-03-31,html,,2024-03-31,13238596,MAYBEESS LIMITED,True,,2024-03-31,2024-03-31,,,,,,,,,100,,,100,,,,,,,,,,,,,,,,2024
Prod223_4022,14839708,2024-03-31,html,,2024-03-31,14839708,M & A FACILITIES MANAGEMENT LTD,False,4.0,2024-03-31,2024-03-31,100.0,,,102000.0,,,102000.0,102101.0,7899.0,,,7899.0,,,,,,,,,,,,,,,,2024
Prod223_4024,11225232,2024-03-31,html,,2024-03-31,11225232,BEVAL LIMITED,False,0,2024-03-31,2024-03-31,,776021,5100,781121,,,-554921,-554921,,,,100,,,,,,,,,,,,,,,,2024
Prod223_4023,11661649,2024-03-31,html,,2024-03-31,11661649,Vaper Aid Limited,False,3.0,2024-03-31,2024-03-31,12499.0,3792.0,3479.0,33571.0,,,-44889.0,-32390.0,-69238.0,,,2.0,,,,,,,,,,,,,,,,2024
Prod223_4022,11916335,2024-03-31,html,,2024-03-31,11916335,PD&LM LTD,True,,2024-03-31,2024-03-31,,,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,2024
Prod223_4022,SC465398,2024-03-31,html,,2024-03-31,SC465398,Sinclair General Stores Limited,False,10.0,2024-03-31,2024-03-31,,,,65706.0,,,65706.0,,65706.0,,,65706.0,,,,,,,,,,,,,,,,2024
Prod223_4022,03657970,2024-03-31,html,,2024-03-31,03657970,Brothers Enterprises Limited,False,43.0,2024-03-31,2024-03-31,1897291.0,2705012.0,147882.0,2885098.0,,,1778880.0,3676171.0,3296195.0,,,100.0,,,,,,,,,,,,,,,,2024
Prod223_4022,03791341,2024-03-31,html,,2024-03-31,03791341,Jungleland Limited,False,1.0,2024-03-31,2024-03-31,2599590.0,,,236877.0,,,181573.0,2781163.0,2778973.0,,,2778973.0,,,,,,,,,,,,,,,,2024
Prod223_4022,SC654435,2024-03-31,html,,2024-03-31,SC654435,CORONATION RESTAURANT LTD,False,4.0,2024-03-31,2024-03-31,96120.0,,,2097.0,,,5474.0,90646.0,58850.0,,,58850.0,,,,,,,,,,,,,,,,2024
Prod223_4022,SC694137,2024-03-31,html,,2024-03-31,SC694137,Tracks (Scotland) Ltd,False,2.0,2024-03-31,2024-03-31,10593.0,11266.0,6070.0,17336.0,,,-119585.0,-108992.0,-108992.0,100.0,-109092.0,100.0,,,,,,,,,,,,,,,,2024
Prod223_4022,11221366,2024-03-31,html,,2024-03-31,11221366,LOCKWOOD WEALTH LIMITED,False,1.0,2024-03-31,2024-03-31,1006508.0,,,21907.0,,,-348695.0,657813.0,608402.0,,,608402.0,,,,,,,,,,,,,,,,2024
Prod223_4022,OC447261,2024-03-31,html,,2024-03-31,OC447261,THADHA PROPERTIES LLP,False,0.0,2024-03-31,2024-03-31,,,,,,,-341246.0,,,,,,,,,,,,,,,,,,,,,2024
Prod223_4023,10328812,2024-03-31,html,,2024-03-31,10328812,FLAWLESS FLOORS (M/CR) LTD,False,0.0,2023-03-31,2023-03-31,,,,32355.0,,,23124.0,23124.0,4932.0,,,4932.0,,,,,,,,,,,,,,,,2024
Prod223_4023,10801786,2024-03-31,html,,2024-03-31,10801786,KEED LIMITED,True,0.0,2024-03-31,2024-03-31,,315176.0,,,,,-146445.0,-146444.0,,,,-146444.0,,,,,,,,,,,,,,,,2024
Prod223_4022,12332358,2024-03-31,html,,2024-03-31,12332358,Hsp Trading International Ltd,False,3.0,2024-03-31,2024-03-31,,359919.0,14578.0,509565.0,,,348079.0,348079.0,325740.0,2.0,325738.0,2.0,,,,,,,,,,,,,,,,2024
Prod223_4023,10349585,2024-03-31,html,,2024-03-31,10349585,SBC MEDWAY MANAGEMENT LIMITED,False,0.0,2023-03-31,2023-03-31,,,446.0,,,,-5677.0,,,,,51.0,,,,,,,,,,,,,,,,2024
Prod223_4023,10075232,2024-03-31,html,,2024-03-31,10075232,J Sabai Spa Limited,False,6.0,2023-03-31,2023-03-31,2006.0,,,50019.0,,,-4402.0,-2396.0,-11646.0,,,-11646.0,,,,,,,,,,,,,,,,2024
Prod223_4023,10054669,2024-03-31,html,,2024-03-31,10054669,CNM ESTATES (QUATTRO KINGSTON HOLDINGS) LIMITED,False,0.0,2023-03-31,2023-03-31,,,,5877989.0,,,5590406.0,5590406.0,102934.0,,,102934.0,,,,,,,,,,,,,,,,2024
Prod223_4022,11244247,2024-03-31,html,,2024-03-31,11244247,Buildec Property Services Limited,False,1.0,2023-03-31,2023-03-31,395.0,,,59115.0,,,5766.0,6161.0,628.0,,,628.0,,,,,,,,,,,,,,,,2024
Prod223_4023,08919053,2024-03-31,html,,2024-03-31,08919053,A&A FLOORING LTD,False,11.0,2023-03-31,2023-03-31,2448.0,25374.0,23020.0,50894.0,20175.0,,30719.0,33168.0,-1832.0,1.0,-1833.0,1.0,,,,,,,,,,,,,,,,2024
Prod223_4022,13863942,2024-03-31,html,,2024-03-31,13863942,LD PHARMA SERVICES LTD,False,1.0,2023-01-31,2023-01-31,,,,59568.0,,,33290.0,33290.0,13290.0,,,13290.0,,,,,,,,,,,,,,,,2024
Prod223_4022,08279453,2024-03-31,html,,2024-03-31,08279453,Bsmart Finance Ltd,False,1.0,2024-03-31,2024-03-31,133.0,62411.0,,62411.0,,,38930.0,39063.0,9749.0,2.0,9747.0,2.0,,,,,,,,,,,,,,,,2024
Prod223_4022,13991566,2024-03-31,html,,2024-03-31,13991566,SIMMONTHAM SERVICES LTD,True,,2023-03-31,2023-03-31,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,2024
Prod223_4022,OC448074,2024-03-31,html,,2024-03-31,OC448074,PCS PARTNERS LLP,False,0.0,2024-03-31,2024-03-31,,,,,,,-291277.0,,,,,,,,,,,,,,,,,,,,,2024
Prod223_4022,14010938,2024-03-31,html,,2024-03-31,14010938,Wisteria Property London Ltd,False,0.0,2023-03-31,2023-03-31,,,,419876.0,,,419305.0,419305.0,-571.0,,,-571.0,,,,,,,,,,,,,,,,2024
Prod223_4022,15283927,2024-03-31,html,,2024-03-31,15283927,Dgdd Ltd,False,1.0,2024-03-31,2024-03-31,2172.0,,,33003.0,,,24322.0,26494.0,26494.0,,,26494.0,,,,,,,,,,,,,,,,2024
Prod223_4023,15303755,2024-03-31,html,,2024-03-31,15303755,MIYA CATERING LTD,True,,2024-03-31,2024-03-31,,,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,2024
Prod223_4023,11260505,2024-03-31,html,,2024-03-31,11260505,WIWOGO LIMITED,True,,2023-03-31,2023-03-31,,,80000000.0,,,,,,80000000.0,,,80000000.0,,,,,,,,,,,,,,,,2024
Prod223_4022,08481459,2024-03-31,html,,2024-03-31,08481459,HAMMOND CLARKE PROFESSIONAL LIMITED,False,2.0,2023-03-31,2023-03-31,,,,1926.0,,,-25260.0,-25260.0,-25260.0,,,-25260.0,,,,,,,,,,,,,,,,2024
Prod223_4023,11176117,2024-03-31,html,,2024-03-31,11176117,TALANTON INVESTMENT LIMITED,False,0.0,2024-03-31,2024-03-31,720000.0,,8.0,,,,,,,,,100.0,,,,,,,,,,,,,,,,2024
Prod223_4023,11202447,2024-03-31,html,,2024-03-31,11202447,TALANTON PROPERTIES LIMITED,False,0.0,2023-03-31,2023-03-31,540000.0,31101.0,,,,,,,,,,100.0,,,,,,,,,,,,,,,,2024
Prod223_4023,NI702294,2024-03-31,html,,2024-03-31,NI702294,Philip White Tyres (Holdings) Limited,False,0.0,2024-03-31,2024-03-31,,,,,,,-104832.0,754056.0,108221.0,,,4250.0,,,,,,,,,,,,,,,,2024
Prod223_4022,11647830,2024-03-31,html,,2024-03-31,11647830,PG Joinery Leicester Limited,False,0.0,2024-03-31,2024-03-31,25028.0,81681.0,2468.0,94237.0,,,11652.0,36680.0,18384.0,,,1.0,,,,,,,,,,,,,,,,2024
Prod223_4022,09465362,2024-03-31,html,,2024-03-31,09465362,AURORA SPA HEALTH AND BEAUTY LIMITED,False,2.0,2024-03-31,2024-03-31,7091.0,5101.0,,7675.0,,,-83822.0,-76731.0,-103771.0,,,100.0,,,,,,,,,,,,,,,,2024
Prod223_4023,06108642,2024-03-31,html,,2024-03-31,06108642,IDRIVE PRESTIGE LIMITED,False,1.0,2024-03-31,2024-03-31,274015.0,,,230650.0,,,304450.0,30435.0,80435.0,,,80435.0,,,,,,,,,,,,,,,,2024
Prod223_4022,12393105,2024-03-31,html,,2024-03-31,12393105,Support Is Us Limited,False,0.0,2024-03-31,2024-03-31,2960.0,11500.0,15325.0,26825.0,,,26825.0,29785.0,-29980.0,,,1.0,,,,,,,,,,,,,,,,2024
Prod223_4022,09877237,2024-03-31,html,,2024-03-31,09877237,STAY CAMPUS LONDON LIMITED,False,0.09,2024-03-31,2024-03-31,0.0,5052086.0,56242.0,5108328.0,,,133338.0,,,,,2.0,,,,,,,,,,,,,,,,2024
